X_Centroid_S,Y_Centroid_S,SOC_10,Stock_C,Profondeur(cm),Depth,Num_Parc_1,Type_sol,Sand,Predicted_FF,FF_0-30,Type_champ,Site,Epaisseur_(cm),Superficie,Da,Parcage,Couverture_sol,Antecedent_cultural,Termitere,Date,Saison,profile_id,Longitude_x,Latitude_x,Longitude_Latitude,ProfileID,Longitude_y,Latitude_y,T_Year,Start_Date,End_Date,Satellite,error,VV,VH,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B10,B11,B12,SNDVI,SGDVI,SMSAVI2,SPSRINIR,SNDWI,Scigreen,SOC_30,SR_B1,SR_B2,SR_B3,SR_B4,SR_B5,SR_B6,SR_B7,LNDVI,LNDWI,LBSI,Lcigreen,X_Centroid_L,Y_Centroid_L
338305.4014,1612346.998,5.19,8.1,10,,306.0,3,86.7,7.5,,1,0,10,0.83,1.56,0.0,0.0,2.0,0.0,21/7/2016,SS,"0       337666.904000
1       337666.904000
2       337665.277100
3       337665.277100
4       337901.175800
            ...      
3621    336184.773989
3622    336295.437751
3623    336295.437751
3624    337724.804001
3625    337724.804001
Name: X_Centroid, Length: 3626, dtype: float64_0       1.613466e+06
1       1.613466e+06
2       1.613491e+06
3       1.613491e+06
4       1.613567e+06
            ...     
3621    1.602435e+06
3622    1.602552e+06
3623    1.602552e+06
3624    1.603323e+06
3625    1.603323e+06
Name: Y_Centroid, Length: 3626, dtype: float64",-16.500986805745914,14.579464652335734,"(-16.500986805745914, 14.579464652335734)",IRD_11,-16.500986805745914,14.579464652335734,2016.0,2016-01-01,2016-12-31,Sentinel-2,,,,2758.0,2531.6380952380955,2556.32380952381,3076.009523809524,3240.104761904762,3625.057142857144,3978.485714285714,3814.409523809524,4383.057142857143,1641.0,381.0,4041.8952380952383,3316.114285714286,0.10716329368315425,0.19747894762806706,0.1935612701622631,1.1772488249939008,-0.19747894762806706,0.09226828092898992,2.67,10027.729783037475,10871.95759368836,13165.87475345168,15539.211045364891,20127.371794871797,26506.300788954635,23890.86587771203,0.1286403233541859,-0.1367880469336054,0.15122467597751996,0.0954294516508784,338305.4014,1612346.998
337569.0151,1613064.811,2.92,4.55,10,,296.0,3,89.4,5.6,,1,0,10,0.19,1.56,0.0,0.0,2.0,0.0,21/7/2016,SS,"0       337666.904000
1       337666.904000
2       337665.277100
3       337665.277100
4       337901.175800
            ...      
3621    336184.773989
3622    336295.437751
3623    336295.437751
3624    337724.804001
3625    337724.804001
Name: X_Centroid, Length: 3626, dtype: float64_0       1.613466e+06
1       1.613466e+06
2       1.613491e+06
3       1.613491e+06
4       1.613567e+06
            ...     
3621    1.602435e+06
3622    1.602552e+06
3623    1.602552e+06
3624    1.603323e+06
3625    1.603323e+06
Name: Y_Centroid, Length: 3626, dtype: float64",-16.507865037377435,14.585908536552227,"(-16.507865037377435, 14.585908536552227)",IRD_12,-16.507865037377435,14.585908536552228,2016.0,2016-01-01,2016-12-31,Sentinel-2,,,,2740.190476190476,2684.44761904762,2687.5523809523806,3240.4380952380952,3403.838095238096,3764.2285714285713,4128.114285714286,3985.980952380952,4520.742857142857,1634.5238095238094,368.6190476190477,4292.019047619047,3594.876190476192,0.10316905956187217,0.19456388491282553,0.18702217687632583,1.1710254250803713,-0.19456388491282553,0.09326697073930142,2.89,10516.46396841066,11329.95952615992,13878.163869693975,17031.176702862784,21505.974333662387,28417.984205330704,26110.13425468904,0.11611646191900458,-0.13845075739075646,0.16111913878048267,0.10108663399962453,337569.0151,1613064.811
335300.4483,1615927.879,2.94,4.82,10,,444.0,2,73.2,17.2,,0,0,10,0.96,1.64,0.0,0.0,2.0,1.0,21/7/2016,SS,"0       337666.904000
1       337666.904000
2       337665.277100
3       337665.277100
4       337901.175800
            ...      
3621    336184.773989
3622    336295.437751
3623    336295.437751
3624    337724.804001
3625    337724.804001
Name: X_Centroid, Length: 3626, dtype: float64_0       1.613466e+06
1       1.613466e+06
2       1.613491e+06
3       1.613491e+06
4       1.613567e+06
            ...     
3621    1.602435e+06
3622    1.602552e+06
3623    1.602552e+06
3624    1.603323e+06
3625    1.603323e+06
Name: Y_Centroid, Length: 3626, dtype: float64",-16.529097866651092,14.61164894524053,"(-16.529097866651092, 14.61164894524053)",IRD_13,-16.529097866651092,14.61164894524053,2016.0,2016-01-01,2016-12-31,Sentinel-2,,,,2720.333333333333,2699.563492063492,2680.7619047619046,3130.515873015873,3261.1904761904766,3557.857142857143,3853.928571428572,3838.960317460318,4221.007936507937,1602.3333333333337,408.0,3852.428571428572,3236.420634920635,0.10164959676776522,0.17764536175341009,0.18452110710495617,1.177165316005938,-0.17764536175341009,0.07739330065649579,1.87,10019.56311637081,10756.04536489152,12849.863905325445,15085.495069033534,19220.343195266272,26794.83727810651,24144.346153846152,0.12052899259819712,-0.16460859231494937,0.16566221832387115,0.08869891502445308,335300.4483,1615927.879
335350.0924,1615965.132,5.73,9.23,10,,446.0,2,72.8,17.4,,0,0,10,0.26,1.61,0.0,0.0,2.0,0.0,21/7/2016,SS,"0       337666.904000
1       337666.904000
2       337665.277100
3       337665.277100
4       337901.175800
            ...      
3621    336184.773989
3622    336295.437751
3623    336295.437751
3624    337724.804001
3625    337724.804001
Name: X_Centroid, Length: 3626, dtype: float64_0       1.613466e+06
1       1.613466e+06
2       1.613491e+06
3       1.613491e+06
4       1.613567e+06
            ...     
3621    1.602435e+06
3622    1.602552e+06
3623    1.602552e+06
3624    1.603323e+06
3625    1.603323e+06
Name: Y_Centroid, Length: 3626, dtype: float64",-16.528639407399186,14.611988669980342,"(-16.528639407399186, 14.611988669980342)",IRD_14,-16.528639407399186,14.611988669980342,2016.0,2016-01-01,2016-12-31,Sentinel-2,,,,2694.0,2700.0,2707.0,3123.0,3228.0,3564.0,3891.0,3843.0,4265.0,1610.0,408.0,3694.0,3085.0,0.10335917312661498,0.1734351145038168,0.18733382255231845,1.1905204460966543,-0.1734351145038168,0.07135506003430532,2.13,9877.159763313608,10582.463510848123,12523.88067061144,14563.44970414201,18789.49408284024,25602.030571992116,22767.71597633136,0.12670678803313506,-0.15346480081779035,0.15521887220883476,0.08402095738369122,335350.0924,1615965.132
335508.4819,1616055.218,4.21,6.57,10,,560.0,0,78.8,13.3,,0,0,10,1.06,1.56,0.0,1.0,2.0,0.0,21/7/2016,SS,"0       337666.904000
1       337666.904000
2       337665.277100
3       337665.277100
4       337901.175800
            ...      
3621    336184.773989
3622    336295.437751
3623    336295.437751
3624    337724.804001
3625    337724.804001
Name: X_Centroid, Length: 3626, dtype: float64_0       1.613466e+06
1       1.613466e+06
2       1.613491e+06
3       1.613491e+06
4       1.613567e+06
            ...     
3621    1.602435e+06
3622    1.602552e+06
3623    1.602552e+06
3624    1.603323e+06
3625    1.603323e+06
Name: Y_Centroid, Length: 3626, dtype: float64",-16.527174887351578,14.612812527399864,"(-16.527174887351578, 14.612812527399864)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.22,,,,,,,,,,,,335508.4819,1616055.218
335323.8226,1616109.718,4.77,7.44,10,,561.0,0,79.8,12.0,,0,0,10,0.91,1.56,0.0,0.0,2.0,0.0,21/7/2016,SS,"0       337666.904000
1       337666.904000
2       337665.277100
3       337665.277100
4       337901.175800
            ...      
3621    336184.773989
3622    336295.437751
3623    336295.437751
3624    337724.804001
3625    337724.804001
Name: X_Centroid, Length: 3626, dtype: float64_0       1.613466e+06
1       1.613466e+06
2       1.613491e+06
3       1.613491e+06
4       1.613567e+06
            ...     
3621    1.602435e+06
3622    1.602552e+06
3623    1.602552e+06
3624    1.603323e+06
3625    1.603323e+06
Name: Y_Centroid, Length: 3626, dtype: float64",-16.52889227567515,14.613293882214867,"(-16.52889227567515, 14.613293882214867)",IRD_16,-16.52889227567515,14.613293882214869,2016.0,2016-01-01,2016-12-31,Sentinel-2,,,,2879.0,2689.0,2691.0,3201.0,3336.0,3641.0,4009.0,3798.0,4379.0,1775.0,423.0,3781.0,3184.0,0.08529789969995713,0.17059639389736478,0.1571705545061377,1.1384892086330936,-0.17059639389736478,0.08655804480651731,3.5,9915.086870681143,10688.498519249752,12641.806515301085,14811.143139190524,18913.48272458045,26766.964461994077,24084.070088845016,0.12164225637257277,-0.1719221728574006,0.1682510734628447,0.08372406589449202,335323.8226,1616109.718
335290.3993,1616162.903,5.5,8.14,10,,653.0,0,76.8,14.3,,0,0,10,0.26,1.48,0.0,0.0,2.0,0.0,21/7/2016,SS,"0       337666.904000
1       337666.904000
2       337665.277100
3       337665.277100
4       337901.175800
            ...      
3621    336184.773989
3622    336295.437751
3623    336295.437751
3624    337724.804001
3625    337724.804001
Name: X_Centroid, Length: 3626, dtype: float64_0       1.613466e+06
1       1.613466e+06
2       1.613491e+06
3       1.613491e+06
4       1.613567e+06
            ...     
3621    1.602435e+06
3622    1.602552e+06
3623    1.602552e+06
3624    1.603323e+06
3625    1.603323e+06
Name: Y_Centroid, Length: 3626, dtype: float64",-16.529205831599658,14.613772549343047,"(-16.529205831599658, 14.613772549343047)",IRD_17,-16.529205831599658,14.613772549343048,2016.0,2016-01-01,2016-12-31,Sentinel-2,,,,2850.2000000000003,2664.8,2658.2,3134.4000000000005,3289.0000000000005,3600.6,3928.000000000001,3760.400000000001,4288.0,1758.8000000000002,418.2,3658.0,3075.4000000000005,0.0907930614376052,0.1717196896519492,0.1664532035774755,1.1433262389784131,-0.1717196896519492,0.08220833477195054,2.97,9978.65019762846,10765.847826086956,12804.652173913042,15050.750988142292,19225.15612648221,26872.95652173913,24123.42687747036,0.12178831983585413,-0.16590267921851687,0.16592854667216148,0.08649813741015618,335290.3993,1616162.903
334830.0929,1616576.378,9.52,14.85,10,,342.0,2,64.5,23.0,,0,0,10,0.83,1.56,0.0,2.0,2.0,0.0,21/7/2016,SS,"0       337666.904000
1       337666.904000
2       337665.277100
3       337665.277100
4       337901.175800
            ...      
3621    336184.773989
3622    336295.437751
3623    336295.437751
3624    337724.804001
3625    337724.804001
Name: X_Centroid, Length: 3626, dtype: float64_0       1.613466e+06
1       1.613466e+06
2       1.613491e+06
3       1.613491e+06
4       1.613567e+06
            ...     
3621    1.602435e+06
3622    1.602552e+06
3623    1.602552e+06
3624    1.603323e+06
3625    1.603323e+06
Name: Y_Centroid, Length: 3626, dtype: float64",-16.533504268903478,14.617481587720153,"(-16.533504268903478, 14.617481587720153)",IRD_18,-16.533504268903478,14.617481587720151,2016.0,2016-01-01,2016-12-31,Sentinel-2,,,,2654.6666666666665,2673.333333333333,2574.833333333333,2957.4999999999995,3056.0,3357.333333333333,3675.5,3655.500000000001,4028.5,1574.0,451.6666666666667,3471.166666666666,2837.666666666666,0.1055496748828068,0.1734524637526084,0.1909240224263158,1.1961714659685867,-0.1734524637526084,0.06916912695065372,2.82,9879.806515301085,10565.369200394864,12306.791707798617,14198.817374136226,18109.332675222115,25237.249753208285,22665.424481737413,0.12103804442877886,-0.16444011681324783,0.1579979995712517,0.07613720952705978,334830.0929,1616576.378
334806.005,1616633.537,4.56,7.33,10,,347.0,2,80.4,11.7,,0,0,10,0.27,1.61,0.0,0.0,2.0,0.0,21/7/2016,SS,"0       337666.904000
1       337666.904000
2       337665.277100
3       337665.277100
4       337901.175800
            ...      
3621    336184.773989
3622    336295.437751
3623    336295.437751
3624    337724.804001
3625    337724.804001
Name: X_Centroid, Length: 3626, dtype: float64_0       1.613466e+06
1       1.613466e+06
2       1.613491e+06
3       1.613491e+06
4       1.613567e+06
            ...     
3621    1.602435e+06
3622    1.602552e+06
3623    1.602552e+06
3624    1.603323e+06
3625    1.603323e+06
Name: Y_Centroid, Length: 3626, dtype: float64",-16.533731438640686,14.617996735183388,"(-16.533731438640686, 14.617996735183388)",IRD_19,-16.533731438640686,14.617996735183388,2016.0,2016-01-01,2016-12-31,Sentinel-2,,,,2662.0283018867926,2692.2735849056603,2663.38679245283,3066.330188679245,3187.849056603773,3468.8867924528304,3798.641509433962,3771.5660377358495,4129.377358490567,1585.6981132075475,473.4716981132076,3633.11320754717,2984.103773584906,0.1031363778719319,0.17221248927950986,0.1869673861492629,1.1831068443855208,-0.17221248927950986,0.0703251831727999,6.93,10137.758382642998,10830.060157790927,12694.134122287967,14880.475345167652,19107.06015779093,26875.770216962526,24181.37771203156,0.12435690761559802,-0.16894806161033865,0.1648566098390233,0.07924071457255402,334806.005,1616633.537
335066.4263,1616528.245,4.45,6.77,10,,202.0,2,77.4,13.4,,0,0,10,1.36,1.52,0.0,0.0,2.0,1.0,21/7/2016,SS,"0       337666.904000
1       337666.904000
2       337665.277100
3       337665.277100
4       337901.175800
            ...      
3621    336184.773989
3622    336295.437751
3623    336295.437751
3624    337724.804001
3625    337724.804001
Name: X_Centroid, Length: 3626, dtype: float64_0       1.613466e+06
1       1.613466e+06
2       1.613491e+06
3       1.613491e+06
4       1.613567e+06
            ...     
3621    1.602435e+06
3622    1.602552e+06
3623    1.602552e+06
3624    1.603323e+06
3625    1.603323e+06
Name: Y_Centroid, Length: 3626, dtype: float64",-16.53130759909641,14.617060969202456,"(-16.53130759909641, 14.617060969202456)",IRD_20,-16.53130759909641,14.617060969202456,2016.0,2016-01-01,2016-12-31,Sentinel-2,,,,2824.0,2659.0571428571434,2637.1142857142863,3066.580952380953,3194.980952380952,3502.2952380952383,3845.428571428572,3720.32380952381,4213.085714285715,1706.0,448.0,3535.1142857142854,2941.285714285714,0.09632415365725304,0.17038459637080516,0.1757025665033325,1.1644275396231591,-0.17038459637080516,0.07529621565301024,3.58,9878.785996055229,10657.942800788956,12779.52366863905,14952.063116370808,19110.717948717946,26121.21597633136,22953.902366863906,0.12208794180371196,-0.1549900130122675,0.15957522293114487,0.09052091319757188,335066.4263,1616528.245
