ProfileID,Longitude,Latitude,T_Year,Start_Date,End_Date,Satellite,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12
26.0,-16.5511480678101,14.588436452687978,2020.0,2020-01-01,2020-12-31,Sentinel-2,1066.0,1373.144230769231,1988.3557692307695,2743.048076923076,3178.4711538461543,3388.788461538462,3596.846153846154,3819.3653846153848,3971.9519230769233,4036.0,5747.173076923077,4942.490384615385
28.0,-16.551249733211964,14.592954517747414,2020.0,2020-01-01,2020-12-31,Sentinel-2,1035.3333333333333,1224.6666666666665,1788.0,2438.9999999999995,2757.0,3046.6666666666665,3295.6666666666665,3473.9999999999995,3627.9999999999995,3763.6666666666665,5316.666666666666,4712.666666666666
30.0,-16.551351414169794,14.597472661623309,2020.0,2020-01-01,2020-12-31,Sentinel-2,867.0,1083.0,1637.0,2304.0,2586.0,2845.0,3026.0,3258.0,3426.0,3382.0,5435.0,4842.0
29.0,-16.551300571770977,14.595213580935267,2020.0,2020-01-01,2020-12-31,Sentinel-2,952.2,1172.4,1736.2,2426.6,2738.8,2934.8,3176.0,3400.8,3493.6,3582.8,5385.000000000001,4695.400000000001
31.0,-16.5514022603676,14.599731757980546,2020.0,2020-01-01,2020-12-31,Sentinel-2,951.7438016528927,1229.305785123967,1789.1487603305786,2509.2727272727275,2876.7685950413224,3089.0661157024797,3345.611570247934,3517.0165289256197,3650.223140495868,3653.0082644628096,5490.644628099174,4762.512396694216
35.0,-16.551002834383937,14.60868664612062,2020.0,2020-01-01,2020-12-31,Sentinel-2,1027.632,1369.488,1942.664,2669.36,3036.0800000000004,3272.4800000000005,3500.7280000000005,3667.5840000000003,3816.2879999999996,3753.656,5561.432000000001,5011.08
32.0,-16.551453110328964,14.601990868415706,2020.0,2020-01-01,2020-12-31,Sentinel-2,1002.5576923076923,1272.201923076923,1797.298076923077,2499.769230769231,2787.375,3001.153846153846,3253.4999999999995,3460.663461538462,3576.7596153846152,3624.0673076923076,5617.730769230769,5016.201923076924
36.0,-16.55078484825504,14.6108886147689,2020.0,2020-01-01,2020-12-31,Sentinel-2,959.4999999999999,1114.547619047619,1554.2698412698412,2073.992063492063,2404.277777777778,2696.277777777778,2952.1825396825398,3179.492063492063,3316.642857142857,3504.4999999999995,4942.436507936507,4271.555555555555
34.0,-16.551224312501596,14.60644938166873,2020.0,2020-01-01,2020-12-31,Sentinel-2,964.0,1221.8425196850394,1717.3937007874015,2371.4409448818897,2710.275590551181,2884.708661417322,3102.5354330708656,3286.968503937008,3435.7244094488187,3450.0,5302.582677165354,4652.488188976377
33.0,-16.551434856238355,14.604210187094472,2020.0,2020-01-01,2020-12-31,Sentinel-2,956.7086614173229,1292.1496062992126,1836.6614173228347,2474.354330708661,2731.818897637795,3010.2047244094488,3222.755905511811,3419.0787401574803,3507.322834645669,3396.858267716535,5290.692913385827,4777.322834645669
37.0,-16.55059548064515,14.612801478578705,2020.0,2020-01-01,2020-12-31,Sentinel-2,1038.0,1280.4,1813.8000000000002,2481.4,2790.8,2964.8,3213.2,3462.8000000000006,3525.8000000000006,3691.0,5449.400000000001,4928.8
38.0,-16.547361620871555,14.489746995556706,2020.0,2020-01-01,2020-12-31,Sentinel-2,946.4285714285716,1213.6000000000001,1778.4000000000003,2504.0571428571434,2906.6285714285714,3139.914285714286,3438.571428571429,3619.028571428571,3797.2571428571428,3904.8571428571427,5551.657142857143,4730.4
39.0,-16.547542348946568,14.491466867658788,2020.0,2020-01-01,2020-12-31,Sentinel-2,896.0,1121.0,1624.0,2320.0,2686.0,2989.0,3241.0,3481.0,3630.0,3725.0,5153.0,4259.0
42.0,-16.54795782546719,14.498073772163275,2020.0,2020-01-01,2020-12-31,Sentinel-2,913.3333333333333,1140.6666666666665,1635.111111111111,2306.333333333333,2657.333333333333,2887.555555555555,3134.4444444444443,3376.333333333333,3599.4444444444443,3579.222222222222,5403.444444444444,4639.11111111111
40.0,-16.547770401844975,14.493637042038744,2020.0,2020-01-01,2020-12-31,Sentinel-2,860.0,1148.0,1656.0,2353.0,2630.0,2741.0,3110.0,3261.0,3361.0,3369.0,5324.0,4781.0
44.0,-16.548059181937568,14.50259137864004,2020.0,2020-01-01,2020-12-31,Sentinel-2,936.7142857142859,1209.7142857142858,1734.5714285714287,2379.857142857143,2812.7142857142862,3102.0,3383.714285714286,3641.1428571428573,3814.2857142857147,3877.857142857143,5125.571428571428,3823.285714285714
41.0,-16.547907142833505,14.495815090025207,2020.0,2020-01-01,2020-12-31,Sentinel-2,856.4285714285713,1155.142857142857,1688.2857142857142,2393.8571428571427,2860.4285714285716,3042.0,3288.285714285714,3511.285714285714,3729.857142857142,3575.1428571428564,5392.0,4598.428571428571
43.0,-16.548008501343983,14.500332546718504,2020.0,2020-01-01,2020-12-31,Sentinel-2,742.7238095238097,825.8761904761907,1146.7809523809524,1359.5619047619048,1701.6380952380953,2217.9142857142856,2416.866666666667,2617.6095238095236,2814.304761904762,3008.142857142857,3772.7714285714283,2832.7619047619046
46.0,-16.548160556558408,14.507109182541608,2020.0,2020-01-01,2020-12-31,Sentinel-2,989.0,1145.0000000000002,1700.4,2341.0000000000005,2706.6000000000004,3189.4,3415.8,3457.6,3713.8,3952.0,5202.0,4578.2
45.0,-16.548109867060084,14.504850259530526,2020.0,2020-01-01,2020-12-31,Sentinel-2,1050.6190476190475,1408.238095238095,2042.3809523809523,2846.5873015873017,3249.7142857142853,3552.111111111111,3829.8253968253966,4031.84126984127,4179.492063492063,4121.809523809523,5786.206349206349,4933.015873015873
48.0,-16.548261948199475,14.511627133315136,2020.0,2020-01-01,2020-12-31,Sentinel-2,1042.0,1170.3333333333333,1723.9999999999998,2464.3333333333335,2830.333333333333,3058.3333333333335,3338.6666666666665,3554.9999999999995,3752.0,3945.333333333333,5549.333333333333,4706.666666666666
47.0,-16.548211250306448,14.509368142032516,2020.0,2020-01-01,2020-12-31,Sentinel-2,1039.0,1179.0,1732.0,2344.0,2862.0,3214.0,3547.0,3694.0,3879.0,4108.0,5221.0,4329.0
50.0,-16.548363356083353,14.516145196153596,2020.0,2020-01-01,2020-12-31,Sentinel-2,1131.0,1418.2285714285715,2067.3142857142857,2887.0857142857144,3267.1428571428573,3541.7428571428577,3798.3714285714286,3983.9428571428575,4147.085714285714,4253.0,5966.514285714286,5390.542857142857
49.0,-16.54831265014978,14.513886152461044,2020.0,2020-01-01,2020-12-31,Sentinel-2,1022.4,1228.8190476190478,1766.409523809524,2444.819047619048,2791.009523809524,3069.0476190476193,3334.3904761904764,3505.561904761905,3671.971428571429,3811.2,5297.733333333334,4747.333333333333
51.0,-16.548414065937344,14.518404261573318,2020.0,2020-01-01,2020-12-31,Sentinel-2,1121.0,1398.142857142857,2077.8968253968255,2966.396825396825,3391.5793650793653,3635.6190476190477,3908.8809523809523,4085.6428571428564,4233.65873015873,4301.0,6067.388888888889,5444.8015873015875
52.0,-16.548464779658012,14.5206633463081,2020.0,2020-01-01,2020-12-31,Sentinel-2,1014.0,1203.8571428571431,1837.419047619048,2729.67619047619,3169.447619047619,3489.2285714285713,3715.847619047619,3866.9619047619053,4057.647619047619,4257.0,5832.771428571429,5106.590476190477
53.0,-16.548515497199162,14.522922448282191,2020.0,2020-01-01,2020-12-31,Sentinel-2,1110.0,1381.742857142857,2056.5714285714284,2969.4857142857145,3392.342857142857,3695.2000000000003,3950.057142857143,4120.8,4328.400000000001,4286.0,6230.828571428571,5695.342857142857
54.0,-16.548566218520865,14.52518156569955,2020.0,2020-01-01,2020-12-31,Sentinel-2,1124.3471074380166,1440.6694214876034,2124.02479338843,2963.685950413223,3334.834710743802,3562.785123966942,3780.4628099173556,4009.438016528926,4172.404958677686,4215.181818181818,6221.123966942149,5753.900826446281
56.0,-16.54866767237161,14.52969984081353,2020.0,2020-01-01,2020-12-31,Sentinel-2,1198.0,1368.0,1998.0,2727.0,3156.0,3429.0,3657.0,3834.0,4057.0,4207.0,5986.0,5491.0
58.0,-16.54874980448995,14.53421269881395,2020.0,2020-01-01,2020-12-31,Sentinel-2,1141.2830188679245,1391.6415094339625,2068.5,2899.650943396227,3308.5188679245284,3543.849056603774,3798.990566037736,3984.3301886792456,4130.566037735849,4164.169811320755,6008.028301886793,5433.632075471698
55.0,-16.548616943588435,14.527440696998248,2020.0,2020-01-01,2020-12-31,Sentinel-2,1189.8000000000002,1504.6,2208.0000000000005,3068.6,3466.4,3766.4000000000005,3963.2,4204.0,4397.2,4291.6,6234.999999999999,5796.8
61.0,-16.54879703449161,14.54099139935103,2020.0,2020-01-01,2020-12-31,Sentinel-2,960.5283018867925,1247.4056603773588,1807.198113207547,2450.1603773584907,2804.877358490566,3128.735849056604,3406.547169811321,3619.396226415095,3754.2924528301887,3818.9716981132083,5408.9150943396235,4911.622641509434
59.0,-16.54876554510964,14.536472266111335,2020.0,2020-01-01,2020-12-31,Sentinel-2,883.8253968253969,1088.1190476190475,1576.7857142857142,2160.1746031746034,2545.523809523809,2861.3174603174607,3119.2460317460313,3287.5873015873017,3518.690476190476,3488.555555555555,5161.468253968254,4740.34126984127
57.0,-16.548718361612316,14.531958956540484,2020.0,2020-01-01,2020-12-31,Sentinel-2,1191.1559633027523,1554.48623853211,2315.7431192660547,3207.981651376147,3609.9082568807335,3839.3944954128438,4063.4770642201834,4223.688073394495,4344.678899082569,4348.201834862384,6518.798165137614,6187.9082568807335
60.0,-16.548781288443482,14.538731832957051,2020.0,2020-01-01,2020-12-31,Sentinel-2,889.5333333333333,1093.8857142857144,1519.4761904761908,2068.361904761905,2357.057142857143,2617.4761904761904,2826.6380952380955,3071.1619047619047,3256.1714285714293,3480.171428571429,4731.076190476191,4325.133333333334
63.0,-16.54882853473124,14.5455105307835,2020.0,2020-01-01,2020-12-31,Sentinel-2,1161.6000000000001,1409.990476190476,2070.5333333333338,2849.466666666667,3265.4476190476194,3549.761904761905,3836.1809523809525,4006.952380952381,4168.12380952381,4318.838095238095,6000.866666666667,5302.190476190477
62.0,-16.548812783254153,14.543250965293202,2020.0,2020-01-01,2020-12-31,Sentinel-2,956.2777777777778,1281.2380952380952,1847.642857142857,2537.690476190476,2899.452380952381,3219.1349206349205,3479.873015873016,3733.238095238095,3870.8968253968255,3767.246031746032,5375.214285714285,4774.190476190476
65.0,-16.54886004582958,14.550029660408253,2020.0,2020-01-01,2020-12-31,Sentinel-2,1085.5714285714284,1357.952380952381,1981.2301587301588,2737.571428571428,3174.015873015873,3474.373015873016,3714.952380952381,3925.3412698412694,4102.619047619048,4147.857142857142,5959.65873015873,5200.301587301587
66.0,-16.54887580545109,14.552289224542548,2020.0,2020-01-01,2020-12-31,Sentinel-2,1061.5809523809523,1333.6190476190477,1932.9714285714288,2658.2380952380954,3070.3333333333335,3330.647619047619,3595.9904761904772,3772.4190476190483,3995.580952380952,4028.0285714285715,5936.019047619048,5197.666666666666
67.0,-16.54889156778767,14.55454878822473,2020.0,2020-01-01,2020-12-31,Sentinel-2,1019.6981132075473,1270.679245283019,1830.0943396226417,2527.1415094339623,2864.905660377359,3113.7735849056608,3363.1415094339627,3602.1698113207553,3798.5094339622647,3816.5094339622647,5715.622641509433,5083.396226415094
68.0,-16.548907332839452,14.556808351454723,2020.0,2020-01-01,2020-12-31,Sentinel-2,1107.5555555555554,1268.0079365079364,1806.420634920635,2500.253968253968,2884.2936507936506,3208.4682539682535,3461.833333333333,3729.809523809524,3880.198412698413,3933.753968253968,5443.9682539682535,4481.452380952381
64.0,-16.548844288923007,14.547770095821877,2020.0,2020-01-01,2020-12-31,Sentinel-2,1072.2264150943395,1349.1037735849059,1907.5849056603777,2615.9433962264156,3056.3207547169814,3335.4528301886794,3626.4150943396235,3865.971698113208,3996.471698113208,4133.8490566037735,5763.867924528303,4891.38679245283
69.0,-16.548923100606565,14.559067914232449,2020.0,2020-01-01,2020-12-31,Sentinel-2,1054.6857142857143,1260.5047619047618,1731.352380952381,2316.5333333333338,2598.0571428571434,2751.9238095238093,2940.0095238095237,3153.5714285714284,3293.8380952380953,3484.152380952381,5312.876190476191,4683.695238095239
70.0,-16.54893887108914,14.56132747655786,2020.0,2020-01-01,2020-12-31,Sentinel-2,1051.7735849056605,1301.311320754717,1874.292452830189,2597.0188679245284,2932.405660377359,3106.132075471698,3334.028301886793,3568.1509433962274,3705.0188679245284,3831.7169811320755,5766.33962264151,5150.971698113208
71.0,-16.54895464428731,14.563587038430882,2020.0,2020-01-01,2020-12-31,Sentinel-2,1037.4761904761904,1284.2936507936508,1812.0476190476193,2544.0079365079364,2922.904761904762,3138.436507936508,3375.031746031746,3585.722222222222,3726.5079365079364,3762.857142857143,5606.428571428571,4845.880952380952
72.0,-16.5489704202012,14.565846599851454,2020.0,2020-01-01,2020-12-31,Sentinel-2,1050.0666666666666,1273.5047619047618,1798.8952380952383,2432.447619047619,2771.7619047619046,2983.0190476190483,3217.5523809523816,3427.666666666667,3560.2380952380954,3623.7428571428577,5550.628571428571,5069.190476190476
73.0,-16.54898619883095,14.568106160819507,2020.0,2020-01-01,2020-12-31,Sentinel-2,1030.6981132075473,1233.5849056603774,1751.3584905660377,2410.537735849057,2725.5849056603774,2950.3867924528304,3230.207547169812,3447.1132075471696,3545.1037735849054,3712.471698113208,5264.745283018868,4537.424528301887
74.0,-16.549001980176687,14.570365721334984,2020.0,2020-01-01,2020-12-31,Sentinel-2,998.6746031746031,1189.7460317460318,1657.8174603174602,2219.8492063492067,2600.34126984127,3039.6190476190477,3299.1666666666665,3557.1190476190473,3731.777777777778,3734.1746031746034,5032.31746031746,4165.809523809524
76.0,-16.54903355101664,14.574884841007936,2020.0,2020-01-01,2020-12-31,Sentinel-2,973.11320754717,1219.8018867924527,1706.5094339622642,2263.2547169811323,2541.88679245283,2838.0188679245284,3073.72641509434,3312.169811320755,3433.8679245283024,3440.7924528301887,5192.783018867926,4568.5
77.0,-16.54904934051112,14.577144400165286,2020.0,2020-01-01,2020-12-31,Sentinel-2,971.4920634920634,916.1825396825396,1306.9841269841268,1596.3333333333333,2041.095238095238,2709.4444444444443,2995.6190476190477,3233.5,3392.325396825396,3490.5,4204.1984126984125,3357.3571428571427
78.0,-16.549065132722117,14.579403958869795,2020.0,2020-01-01,2020-12-31,Sentinel-2,958.5238095238095,1026.6476190476192,1433.1238095238095,1857.8380952380953,2190.1809523809525,2636.0380952380956,2912.3428571428576,3173.285714285714,3320.2095238095235,3367.0952380952385,4522.609523809524,3763.828571428572
75.0,-16.54901776423854,14.572625281397814,2020.0,2020-01-01,2020-12-31,Sentinel-2,982.3619047619048,1160.942857142857,1587.2095238095237,2098.7809523809524,2426.3809523809523,2650.5333333333338,2873.6285714285714,3092.3333333333335,3236.0285714285715,3360.3142857142857,4843.838095238096,4237.542857142857
80.0,-16.549096725294163,14.58392307492004,2020.0,2020-01-01,2020-12-31,Sentinel-2,1057.626984126984,1380.8730158730157,1986.2619047619048,2804.753968253968,3187.595238095238,3449.6666666666665,3681.4444444444443,3892.936507936508,4053.611111111111,4037.3888888888887,5903.444444444444,5310.841269841269
83.0,-16.54914413452935,14.5907017455975,2020.0,2020-01-01,2020-12-31,Sentinel-2,1077.4920634920634,1355.420634920635,1958.4682539682537,2693.3809523809527,3069.595238095238,3288.1190476190477,3507.0396825396824,3772.5158730158732,3878.531746031746,4003.7063492063494,5750.325396825396,5035.023809523809
81.0,-16.54911252565548,14.586182632265643,2020.0,2020-01-01,2020-12-31,Sentinel-2,1024.895238095238,1263.0190476190476,1809.4,2446.7428571428572,2726.552380952381,2995.133333333333,3238.12380952381,3450.438095238096,3566.1523809523815,3645.5333333333333,5344.4857142857145,4747.304761904763
82.0,-16.549128328733833,14.588442189158156,2020.0,2020-01-01,2020-12-31,Sentinel-2,1016.7169811320755,1125.22641509434,1570.5471698113206,2060.6981132075475,2483.72641509434,2881.3207547169814,3097.6037735849063,3274.3207547169814,3539.669811320755,3767.830188679246,4944.669811320755,3918.6698113207553
79.0,-16.549080927649754,14.581663517121402,2020.0,2020-01-01,2020-12-31,Sentinel-2,1005.745283018868,1235.801886792453,1769.245283018868,2441.6981132075475,2769.698113207547,3010.0849056603774,3268.1509433962265,3466.1415094339623,3620.150943396227,3627.3396226415093,5504.38679245283,4832.7830188679245
85.0,-16.54917575427242,14.595220857116455,2020.0,2020-01-01,2020-12-31,Sentinel-2,909.6886792452832,1208.2641509433963,1705.4905660377358,2326.094339622641,2607.2641509433965,2879.2924528301887,3091.6792452830186,3328.801886792453,3436.537735849057,3449.2547169811323,5009.3867924528295,4537.103773584906
86.0,-16.54919156822023,14.597480412195932,2020.0,2020-01-01,2020-12-31,Sentinel-2,986.9841269841269,1252.4603174603174,1798.1666666666665,2499.555555555555,2820.587301587301,3053.079365079365,3254.8571428571427,3465.833333333333,3594.13492063492,3669.015873015873,5596.0,5080.1984126984125
84.0,-16.54915994304217,14.592961301583626,2020.0,2020-01-01,2020-12-31,Sentinel-2,1044.4761904761906,1380.095238095238,2009.5428571428574,2786.3047619047625,3101.1809523809525,3292.676190476191,3499.476190476191,3697.2857142857147,3837.3238095238094,3815.580952380952,5854.352380952381,5463.780952380953
87.0,-16.549207384885737,14.599739966821993,2020.0,2020-01-01,2020-12-31,Sentinel-2,965.0952380952381,1179.9238095238097,1646.952380952381,2323.0952380952385,2647.590476190476,2962.7904761904765,3207.9904761904763,3418.0571428571434,3637.914285714286,3613.8380952380953,5356.942857142858,4559.780952380953
88.0,-16.54922320426907,14.601999520994562,2020.0,2020-01-01,2020-12-31,Sentinel-2,994.1886792452831,1163.2924528301887,1641.509433962264,2234.235849056604,2578.3867924528304,2966.1320754716985,3215.783018867925,3368.2075471698113,3548.0471698113206,3699.5849056603774,4994.7169811320755,4028.632075471698
90.0,-16.54925485118973,14.606518627978993,2020.0,2020-01-01,2020-12-31,Sentinel-2,932.352380952381,1086.009523809524,1572.1238095238098,2106.5904761904767,2367.2761904761905,2767.0000000000005,2955.076190476191,3102.7238095238095,3333.4190476190474,3432.9428571428575,4822.390476190477,4308.609523809524
92.0,-16.54928650898327,14.611037733148716,2020.0,2020-01-01,2020-12-31,Sentinel-2,1009.9047619047618,1291.6984126984125,1774.6825396825398,2491.3174603174602,2847.9523809523807,3069.9920634920636,3281.0714285714284,3525.801587301587,3638.746031746032,3731.373015873016,5501.34126984127,4814.769841269841
89.0,-16.549239026370355,14.604259074713587,2020.0,2020-01-01,2020-12-31,Sentinel-2,979.3333333333333,1215.3650793650793,1739.8095238095236,2441.9603174603176,2785.7301587301586,2968.404761904762,3200.8015873015875,3392.4047619047624,3534.3095238095234,3560.214285714286,5436.15873015873,4798.841269841269
93.0,-16.54929978854906,14.613295026907698,2020.0,2020-01-01,2020-12-31,Sentinel-2,971.8571428571429,1337.457142857143,1732.7619047619048,2379.4857142857145,2672.714285714286,2915.2,3111.2,3379.8380952380953,3501.3238095238094,3680.2857142857147,5266.476190476191,4567.409523809523
91.0,-16.549270678727325,14.608778180790724,2020.0,2020-01-01,2020-12-31,Sentinel-2,988.5471698113208,1248.7264150943395,1745.5,2345.7735849056608,2705.377358490566,2967.320754716981,3207.245283018868,3440.528301886793,3570.2924528301887,3645.084905660378,5320.084905660377,4611.075471698114
94.0,-16.54916758081272,14.615512934189695,2020.0,2020-01-01,2020-12-31,Sentinel-2,1051.0,1223.912,1797.712,2553.576,2955.664,3190.0480000000002,3421.0719999999997,3579.6479999999997,3734.3439999999996,3846.0,5568.128,4833.111999999999
97.0,-16.54519301550564,14.4801511666603,2020.0,2020-01-01,2020-12-31,Sentinel-2,897.0,1006.0,1460.0,1927.0,2378.0,2942.0,3322.0,3516.0,3739.0,3769.0,4618.0,3816.0
95.0,-16.54882246697918,14.617402144287247,2020.0,2020-01-01,2020-12-31,Sentinel-2,1010.0285714285715,1234.0857142857146,1757.1714285714286,2455.5238095238096,2832.0476190476193,3119.4476190476194,3363.752380952381,3621.171428571429,3787.304761904762,3863.9904761904763,5497.666666666668,4709.380952380953
98.0,-16.54542347462863,14.482344685859372,2020.0,2020-01-01,2020-12-31,Sentinel-2,1095.4,1424.2,1948.0190476190478,2353.8857142857146,2751.3333333333335,2976.304761904762,3211.866666666667,3421.447619047619,3489.047619047619,3464.4000000000005,4083.790476190476,3128.4380952380957
