Longitude_Latitude,ProfileID
"(-16.50660532148935, 14.581172367797762)",IRD_515
"(-16.50569526840023, 14.581370670895733)",IRD_516
"(-16.508033038765596, 14.581852672713302)",IRD_517
"(-16.5070098020039, 14.582244193024476)",IRD_518
"(-16.506684680090178, 14.5817527892632)",IRD_519
"(-16.506211184175267, 14.582003686595687)",IRD_520
"(-16.50619720630235, 14.582398600941959)",IRD_521
"(-16.50931565184871, 14.583094066995061)",IRD_522
"(-16.509118194529837, 14.582957537165063)",IRD_523
"(-16.508654401723813, 14.58335698363365)",IRD_524
"(-16.50873677820035, 14.583944687608591)",IRD_525
"(-16.50941154297088, 14.584056504081014)",IRD_526
"(-16.50846673055942, 14.584313036321696)",IRD_527
"(-16.508096706281634, 14.583601812240012)",IRD_528
"(-16.50787047752347, 14.584506709937951)",IRD_529
"(-16.507186224278243, 14.583666187650024)",IRD_530
"(-16.507478593310132, 14.583054154704469)",IRD_531
"(-16.507357516993718, 14.583425554082856)",IRD_532
"(-16.507192287406504, 14.585427531218604)",IRD_533
"(-16.50726971965367, 14.585783015762788)",IRD_534
"(-16.506463459552567, 14.585734300935997)",IRD_535
"(-16.506051815864463, 14.585840657840388)",IRD_536
"(-16.505948806361484, 14.586802192435453)",IRD_537
"(-16.5084051056296, 14.586223685021853)",IRD_538
"(-16.507869769497024, 14.586792826057366)",IRD_539
"(-16.505726953618836, 14.586408870994935)",IRD_540
"(-16.50907582579855, 14.587729373466047)",IRD_541
"(-16.50895960010093, 14.58879419851169)",IRD_542
"(-16.50886204936755, 14.588187521241373)",IRD_543
"(-16.50803918150662, 14.588702127495537)",IRD_544
"(-16.507689270392827, 14.588358851662342)",IRD_545
"(-16.507218830772278, 14.588259361290653)",IRD_546
"(-16.508475361849616, 14.589638802784286)",IRD_547
"(-16.50800033602805, 14.589397543245559)",IRD_548
"(-16.507677726361393, 14.589399282926339)",IRD_549
"(-16.509123490202395, 14.590123984256588)",IRD_550
"(-16.506979690529946, 14.590731543396178)",IRD_551
"(-16.50909120140818, 14.591362046540523)",IRD_552
"(-16.50828350405258, 14.590989471056956)",IRD_553
"(-16.505792883902526, 14.59083001296575)",IRD_554
"(-16.509109478932853, 14.592351088575736)",IRD_555
"(-16.507316057237354, 14.595287366600765)",IRD_556
"(-16.507484346526496, 14.596914220977542)",IRD_557
"(-16.508438530709856, 14.596502015673792)",IRD_558
"(-16.508360019110782, 14.597406176159987)",IRD_559
"(-16.51097906338229, 14.577967492539093)",IRD_560
"(-16.511001521591105, 14.578129955239342)",IRD_561
"(-16.51069509331331, 14.582550876397072)",IRD_562
"(-16.511423083735643, 14.583181169682863)",IRD_563
"(-16.512233347386882, 14.583627530720662)",IRD_564
"(-16.510406977333844, 14.584074781740796)",IRD_565
"(-16.511577441926043, 14.584169547685045)",IRD_566
"(-16.510028417523426, 14.584916083503495)",IRD_567
"(-16.511717475010062, 14.58482666520153)",IRD_568
"(-16.51247225772512, 14.58571425052097)",IRD_569
"(-16.510155649993774, 14.585977707725721)",IRD_570
"(-16.509711943415113, 14.586052190559787)",IRD_571
"(-16.511513903988803, 14.586444849944172)",IRD_572
"(-16.510481291988057, 14.586978130397013)",IRD_573
"(-16.509423363144258, 14.580763756526089)",IRD_574
"(-16.509578076851138, 14.58356033691636)",IRD_575
"(-16.5107354222551, 14.588100767374637)",IRD_576
"(-16.510106068836084, 14.588121894065608)",IRD_577
"(-16.512540874805676, 14.588152822260145)",IRD_578
"(-16.510799267477836, 14.588564749198746)",IRD_579
"(-16.510056178675853, 14.588946653802296)",IRD_580
"(-16.51064446663697, 14.591487457319634)",IRD_581
"(-16.510537777420456, 14.593129889427663)",IRD_582
"(-16.51093890905088, 14.596232730246516)",IRD_583
"(-16.513149731529975, 14.599695054940845)",IRD_584
"(-16.512350351664956, 14.617744238464118)",IRD_585
"(-16.51211883985959, 14.618157311381246)",IRD_586
"(-16.512826463174267, 14.618153162737887)",IRD_587
"(-16.52176924800259, 14.613730619027825)",IRD_588
"(-16.522282505791644, 14.602993304847885)",IRD_589
"(-16.5217258029832, 14.603253898719924)",IRD_590
"(-16.52240267391816, 14.603765296424122)",IRD_591
"(-16.519014849460223, 14.604364421519964)",IRD_592
"(-16.520814366646455, 14.604620009321538)",IRD_593
"(-16.521327917141765, 14.604686530371959)",IRD_594
"(-16.51921239454495, 14.607373669854756)",IRD_595
"(-16.517947124523985, 14.608536544173862)",IRD_596
"(-16.516714110238546, 14.606361661754947)",IRD_597
"(-16.522578518742183, 14.608558861789314)",IRD_598
"(-16.51895643118996, 14.608728237984037)",IRD_599
"(-16.51658037248288, 14.61686134690279)",IRD_600
"(-16.52021766279455, 14.543639838861017)",IRD_601
"(-16.519150878707872, 14.544750623707564)",IRD_602
"(-16.515977971631553, 14.572335872851863)",IRD_603
"(-16.514604564289805, 14.576198750467917)",IRD_604
"(-16.51928501506943, 14.581576208468837)",IRD_605
"(-16.516971083194562, 14.582514292877775)",IRD_606
"(-16.516461730397783, 14.589084111937224)",IRD_607
"(-16.516936132289306, 14.589597912449857)",IRD_608
"(-16.51752959949394, 14.594457307363857)",IRD_609
"(-16.51890637567446, 14.594723754987365)",IRD_610
"(-16.524489530112348, 14.592696768535195)",IRD_611
"(-16.52578181328208, 14.595520521799969)",IRD_612
"(-16.52593162109403, 14.596102007133611)",IRD_613
"(-16.524795287336033, 14.602800641221096)",IRD_614
"(-16.524544989508268, 14.603802538525647)",IRD_615
"(-16.523116217609758, 14.603466075909473)",IRD_616
"(-16.524856669580654, 14.612390270484143)",IRD_617
"(-16.5251631041668, 14.61299952772559)",IRD_618
"(-16.524680399327064, 14.613015664223218)",IRD_619
"(-16.44607902295813, 14.49028835161328)",IRD_620
"(-16.446598664804128, 14.490539015842074)",IRD_621
"(-16.446119995195325, 14.490884516694853)",IRD_622
"(-16.44769093954488, 14.490851006786212)",IRD_623
"(-16.44752523329867, 14.491872901902903)",IRD_624
"(-16.447282105854416, 14.492226914957893)",IRD_625
"(-16.445543279648685, 14.49142401128325)",IRD_626
"(-16.445475195637368, 14.490334577782678)",IRD_627
"(-16.44559428078042, 14.490818358581487)",IRD_628
"(-16.44487550612059, 14.489854240669791)",IRD_629
"(-16.445377276631763, 14.489295973663866)",IRD_630
"(-16.44659385308306, 14.488943582989396)",IRD_631
"(-16.44664949618614, 14.48917491230707)",IRD_632
"(-16.447040758148727, 14.489560081284207)",IRD_633
"(-16.447441257049316, 14.489672013326581)",IRD_634
"(-16.44748643547547, 14.49026863105468)",IRD_635
"(-16.448247090821553, 14.490377628565902)",IRD_636
"(-16.446078893993285, 14.491561905942408)",IRD_637
"(-16.447996392738965, 14.489588036832549)",IRD_638
"(-16.448350223682382, 14.488790615754663)",IRD_639
"(-16.443731111739698, 14.489901561958959)",IRD_640
"(-16.443715813008343, 14.490307177044315)",IRD_641
"(-16.44471601150544, 14.49063080282296)",IRD_642
"(-16.443855739201233, 14.48938224119361)",IRD_643
"(-16.442935687136607, 14.489941591796796)",IRD_644
"(-16.45047118234588, 14.491183075995405)",IRD_645
"(-16.4504716065684, 14.49056566842993)",IRD_646
"(-16.449585180963858, 14.491846127685564)",IRD_647
"(-16.45018346776346, 14.492018001584617)",IRD_648
"(-16.449818630979543, 14.491003926582826)",IRD_649
"(-16.44878684797423, 14.49140706129008)",IRD_650
"(-16.44833006533203, 14.492079176241536)",IRD_651
"(-16.447942261220582, 14.492498186891142)",IRD_652
"(-16.44898054256357, 14.492739076756475)",IRD_653
"(-16.44911398076853, 14.490720496354296)",IRD_654
"(-16.448823895349516, 14.490341658581583)",IRD_655
"(-16.449581328992714, 14.489929568699893)",IRD_656
"(-16.451088798769348, 14.49075495033336)",IRD_657
"(-16.45209509290083, 14.491576847835336)",IRD_658
"(-16.452523848518673, 14.491983992711361)",IRD_659
"(-16.453077717934125, 14.492464501283273)",IRD_660
"(-16.45170078548193, 14.493968807504064)",IRD_661
"(-16.45236830495972, 14.493709915485754)",IRD_662
"(-16.45287723524247, 14.493612003006467)",IRD_663
"(-16.453340204068844, 14.493211890610072)",IRD_664
"(-16.45231324430149, 14.492997471273679)",IRD_665
"(-16.451383214505103, 14.493099710788023)",IRD_666
"(-16.451408051485515, 14.492581112457462)",IRD_667
"(-16.451972480053932, 14.49232348240655)",IRD_668
"(-16.450681363144557, 14.493430961832853)",IRD_669
"(-16.450502435761734, 14.492758122419252)",IRD_670
"(-16.45142375063279, 14.491840914479237)",IRD_671
"(-16.45390522534816, 14.492851812634612)",IRD_672
"(-16.453608811139947, 14.49149933312015)",IRD_673
"(-16.45357224219812, 14.490917687734362)",IRD_674
"(-16.452584194589722, 14.491402461882407)",IRD_675
"(-16.452903683387703, 14.490731252113946)",IRD_676
"(-16.451889908246482, 14.49058163077055)",IRD_677
"(-16.454715079276838, 14.491233770344467)",IRD_678
"(-16.454200374673196, 14.490889711929889)",IRD_679
"(-16.45419331994773, 14.491486613841522)",IRD_680
"(-16.454570071782125, 14.491506798027094)",IRD_681
"(-16.451224778749143, 14.493696038846972)",IRD_682
"(-16.450757898815464, 14.491846102546043)",IRD_683
"(-16.455181684018847, 14.493311427809479)",IRD_684
"(-16.454912518330126, 14.493510263864062)",IRD_685
"(-16.45496539284457, 14.494029673117463)",IRD_686
"(-16.454302851692116, 14.493677853665888)",IRD_687
"(-16.455010013084888, 14.495787239985248)",IRD_688
"(-16.45547451871858, 14.494932955647917)",IRD_689
"(-16.45476723907951, 14.495036721346006)",IRD_690
"(-16.454046033592785, 14.494777092530096)",IRD_691
"(-16.453523868492585, 14.494241605093789)",IRD_692
"(-16.453780403486505, 14.495846891326401)",IRD_693
"(-16.454140574515545, 14.49647950203146)",IRD_694
"(-16.456099748045943, 14.495424303386402)",IRD_695
"(-16.456562893957134, 14.494435343876106)",IRD_696
"(-16.456710313146704, 14.495343242928234)",IRD_697
"(-16.45737956874135, 14.495231364244766)",IRD_698
"(-16.457103490411725, 14.49591801079344)",IRD_699
"(-16.456918514172607, 14.496510031722705)",IRD_700
"(-16.4559098846222, 14.496222191319479)",IRD_701
"(-16.45554222978441, 14.496340115545879)",IRD_702
"(-16.455678613955264, 14.49681550184752)",IRD_703
"(-16.45637657537123, 14.496810876801778)",IRD_704
"(-16.455764956490697, 14.497350394921408)",IRD_705
"(-16.455004005379045, 14.493263997617282)",IRD_706
"(-16.455973562181033, 14.493557861365899)",IRD_707
"(-16.456895475614946, 14.493279763139952)",IRD_708
"(-16.455779761535542, 14.492871732714782)",IRD_709
"(-16.453071724254674, 14.495690833057743)",IRD_710
"(-16.452721558776563, 14.495808355481484)",IRD_711
"(-16.452313537874932, 14.495724275321296)",IRD_712
"(-16.45299662857426, 14.49615672793769)",IRD_713
"(-16.452504317132423, 14.494803081641944)",IRD_714
"(-16.451498781098664, 14.494752766734921)",IRD_715
"(-16.450668241967623, 14.494649889343949)",IRD_716
"(-16.45107953486711, 14.494635643463207)",IRD_717
"(-16.450289101476123, 14.494957977029495)",IRD_718
"(-16.450818983743407, 14.495311196845401)",IRD_719
"(-16.449705975866024, 14.494409578306183)",IRD_720
"(-16.451194921393615, 14.496043994942859)",IRD_721
"(-16.451219320601385, 14.495705719769084)",IRD_722
"(-16.449842194333346, 14.493277117796605)",IRD_723
"(-16.450371288175383, 14.494073737579575)",IRD_724
"(-16.449259106843773, 14.493723729746163)",IRD_725
"(-16.451887740935017, 14.488754314727194)",IRD_726
"(-16.451604192416927, 14.489702041435116)",IRD_727
"(-16.45238629647046, 14.489453614801143)",IRD_728
"(-16.452221142592883, 14.490047508067132)",IRD_729
"(-16.449927793177228, 14.488922520705481)",IRD_730
"(-16.43803589776675, 14.48711324231626)",IRD_731
"(-16.437970884772216, 14.486607847040446)",IRD_732
"(-16.437601675048185, 14.488296588921372)",IRD_733
"(-16.43708990880477, 14.487725499672187)",IRD_734
"(-16.436519834674172, 14.488407976950416)",IRD_735
"(-16.437061387030422, 14.488842475848333)",IRD_736
"(-16.437745130743664, 14.485918612090952)",IRD_737
"(-16.43647865698435, 14.485553247728223)",IRD_738
"(-16.43976775854366, 14.487088194584304)",IRD_739
"(-16.439499022349644, 14.48730572194095)",IRD_740
"(-16.438821478076573, 14.487837809677329)",IRD_741
"(-16.43900146392418, 14.488243115393985)",IRD_742
"(-16.43968880102217, 14.487658106353082)",IRD_743
"(-16.43964023574107, 14.48600940707699)",IRD_744
"(-16.438441041533544, 14.486059296421288)",IRD_745
"(-16.43823204245148, 14.486175471684644)",IRD_746
"(-16.438432064046793, 14.485771509618099)",IRD_747
"(-16.438776451111703, 14.486039662361554)",IRD_748
"(-16.43766642348841, 14.48623616788572)",IRD_749
"(-16.43912486886202, 14.486999318474446)",IRD_750
"(-16.436834397156225, 14.48568297226832)",IRD_751
"(-16.43714929177221, 14.48585175998769)",IRD_752
"(-16.43845839762614, 14.487567331137916)",IRD_753
"(-16.438157493824225, 14.488278761679775)",IRD_754
"(-16.437115818463443, 14.485229376836214)",IRD_755
"(-16.435984075923436, 14.485459117297372)",IRD_756
"(-16.43452502073376, 14.486108349922363)",IRD_757
"(-16.433982148935172, 14.48656944969247)",IRD_758
"(-16.43349072776069, 14.486076614654753)",IRD_759
"(-16.43383400336579, 14.48564489061043)",IRD_760
"(-16.433157369695955, 14.485494321490664)",IRD_761
"(-16.43356250926908, 14.487357628133573)",IRD_762
"(-16.43410417334753, 14.487560189741)",IRD_763
"(-16.43512680198696, 14.486368853880006)",IRD_764
"(-16.435221984690475, 14.485360120252095)",IRD_765
"(-16.433752737575727, 14.48485391950292)",IRD_766
"(-16.4344829787278, 14.485025917093035)",IRD_767
"(-16.434403299951974, 14.484379797850044)",IRD_768
"(-16.435115422083772, 14.488233786448841)",IRD_769
"(-16.434893859338494, 14.488545696793143)",IRD_770
"(-16.435470925224834, 14.487952504980584)",IRD_771
"(-16.435643760028945, 14.487686458118368)",IRD_772
"(-16.436129418320135, 14.487036036219205)",IRD_773
"(-16.434611970683182, 14.487036246653245)",IRD_774
"(-16.436094897267, 14.48752650231649)",IRD_775
"(-16.435807011991635, 14.488352512271119)",IRD_776
"(-16.437054546217883, 14.49026591733447)",IRD_777
"(-16.438131445801485, 14.48996794374683)",IRD_778
"(-16.433061410859892, 14.488597807681492)",IRD_779
"(-16.432523259448008, 14.488317413498196)",IRD_780
"(-16.433223147445002, 14.487662373444323)",IRD_781
"(-16.433650136493988, 14.48892060188437)",IRD_782
"(-16.43301322425721, 14.486560905811551)",IRD_783
"(-16.432265747270467, 14.48656946645767)",IRD_784
"(-16.431634190001052, 14.486708494704278)",IRD_785
"(-16.437686988420914, 14.484172084815306)",IRD_786
"(-16.438246577844158, 14.485067755952615)",IRD_787
"(-16.436756328099577, 14.48448109198088)",IRD_788
"(-16.440685908654043, 14.486839904096541)",IRD_789
"(-16.439455264407794, 14.486598489312149)",IRD_790
"(-16.43989595260614, 14.488243403415392)",IRD_791
"(-16.43677324087729, 14.48972612178542)",IRD_792
"(-16.43707961942749, 14.491283505796725)",IRD_793
"(-16.43860315483197, 14.490707393728885)",IRD_794
"(-16.43794266234638, 14.490927426443422)",IRD_795
"(-16.43151976819558, 14.487767259549717)",IRD_796
"(-16.438855709598293, 14.488826542776017)",IRD_797
"(-16.442734039310835, 14.48826578712377)",IRD_798
"(-16.442789694722954, 14.487938347399597)",IRD_799
"(-16.442750898090036, 14.487446207513381)",IRD_800
"(-16.44259529476628, 14.487776222265376)",IRD_801
"(-16.441252581732094, 14.487691312558061)",IRD_802
"(-16.441856016505852, 14.487007797930916)",IRD_803
"(-16.44169456656136, 14.486123073252573)",IRD_804
"(-16.440140221242924, 14.486108739136386)",IRD_805
"(-16.440947148994507, 14.485953418778665)",IRD_806
"(-16.44020461100402, 14.487758299145888)",IRD_807
"(-16.440508112965244, 14.488964462001901)",IRD_808
"(-16.44094942960688, 14.489372466317972)",IRD_809
"(-16.44081746619217, 14.48956260867086)",IRD_810
"(-16.44010305752304, 14.489345674401644)",IRD_811
"(-16.43986964248311, 14.488949094531623)",IRD_812
"(-16.438744807375585, 14.489177541811557)",IRD_813
"(-16.441481493574322, 14.48966937374548)",IRD_814
"(-16.444990541873487, 14.484058948111695)",IRD_815
"(-16.44509257591489, 14.484614876216597)",IRD_816
"(-16.444780719450094, 14.485245082929806)",IRD_817
"(-16.44454801353851, 14.48472848240442)",IRD_818
"(-16.44457727888918, 14.485350319137849)",IRD_819
"(-16.443874642792608, 14.485450884791312)",IRD_820
"(-16.443843615181738, 14.484895486993407)",IRD_821
"(-16.44340395998862, 14.485966347089711)",IRD_822
"(-16.443506367197298, 14.487055833881717)",IRD_823
"(-16.444100556889378, 14.485801886237681)",IRD_824
"(-16.443875660356586, 14.486313479974491)",IRD_825
"(-16.4429050642917, 14.486101318016571)",IRD_826
"(-16.444210190975205, 14.491939745381142)",IRD_827
"(-16.443179990557194, 14.492104693790424)",IRD_828
"(-16.444821214549776, 14.491476251329189)",IRD_829
"(-16.44916977038557, 14.48215067742158)",IRD_830
"(-16.449692147075215, 14.481541286795073)",IRD_831
"(-16.449703326372074, 14.481023730294856)",IRD_832
"(-16.44932630699902, 14.480756906901233)",IRD_833
"(-16.450111041277292, 14.480267790287108)",IRD_834
"(-16.45040741652497, 14.480736247573772)",IRD_835
"(-16.45055719348562, 14.48183596727197)",IRD_836
"(-16.449979495356814, 14.482470458927041)",IRD_837
"(-16.44900193707793, 14.483039124158056)",IRD_838
"(-16.44842610341971, 14.482128830086841)",IRD_839
"(-16.44839597651046, 14.481249584707475)",IRD_840
"(-16.44950000209785, 14.482903016393971)",IRD_841
"(-16.44683869485376, 14.481565598610866)",IRD_842
"(-16.446912351142444, 14.482505744331036)",IRD_843
"(-16.447409279446198, 14.481760693420606)",IRD_844
"(-16.447166774599427, 14.48078865789935)",IRD_845
"(-16.446299887272108, 14.480976970575345)",IRD_846
"(-16.446063736485776, 14.481926579210187)",IRD_847
"(-16.44605090111986, 14.483424011520482)",IRD_848
"(-16.445688917696984, 14.481203822185876)",IRD_849
"(-16.447695181373835, 14.480872812882444)",IRD_850
"(-16.44576607847956, 14.484446503341248)",IRD_851
"(-16.44555566889241, 14.48386097924706)",IRD_852
"(-16.445621454764925, 14.483078945900962)",IRD_853
"(-16.445506525300832, 14.483497267970304)",IRD_854
"(-16.445171791588965, 14.482447708268774)",IRD_855
"(-16.44666441333015, 14.480921333953445)",IRD_856
"(-16.436751626939582, 14.465615408670653)",IRD_857
"(-16.43878366584876, 14.466776418384507)",IRD_858
"(-16.439199205970425, 14.465795481746746)",IRD_859
"(-16.43913259069923, 14.46624355214103)",IRD_860
"(-16.439657290482554, 14.466006509557289)",IRD_861
"(-16.43922338691, 14.464807302469177)",IRD_862
"(-16.438730010006104, 14.465955875624891)",IRD_863
"(-16.439053627213383, 14.467514150544156)",IRD_864
"(-16.437388291012567, 14.467184150183579)",IRD_865
"(-16.437931261829235, 14.466291011345332)",IRD_866
"(-16.43756751686972, 14.466842388354374)",IRD_867
"(-16.436369608397147, 14.468333884975882)",IRD_868
"(-16.436775959350516, 14.468535191460003)",IRD_869
"(-16.435938433547786, 14.468027576876475)",IRD_870
"(-16.43619789786279, 14.466392304114507)",IRD_871
"(-16.43691246460916, 14.467576950423583)",IRD_872
"(-16.438061866063332, 14.471241724276938)",IRD_873
"(-16.43810894430124, 14.471496448482387)",IRD_874
"(-16.43800867338343, 14.470515899749822)",IRD_875
"(-16.4379672867584, 14.47104623457484)",IRD_876
"(-16.43789971558083, 14.470866280721454)",IRD_877
"(-16.437948090531776, 14.471823635938453)",IRD_878
"(-16.43880261535595, 14.4711580032769)",IRD_879
"(-16.439291379093387, 14.470998067173346)",IRD_880
"(-16.439787770592446, 14.468462058446503)",IRD_881
"(-16.440568533844033, 14.469106053809936)",IRD_882
"(-16.439741968416435, 14.469174423131266)",IRD_883
"(-16.44089006656076, 14.469167223256271)",IRD_884
"(-16.440883680431106, 14.468812386361382)",IRD_885
"(-16.43527094635655, 14.4674274638147)",IRD_886
"(-16.434881586966643, 14.470242910651404)",IRD_887
"(-16.43409648543348, 14.470159457406684)",IRD_888
"(-16.434151352460198, 14.471508242622198)",IRD_889
"(-16.43351701653013, 14.471602455105838)",IRD_890
"(-16.439958611335378, 14.470076594236582)",IRD_891
"(-16.430534507481774, 14.473803928365871)",IRD_892
"(-16.43098727662194, 14.473384017305698)",IRD_893
"(-16.43113384201318, 14.474187890585613)",IRD_894
"(-16.43192647669641, 14.47264658244277)",IRD_895
"(-16.433512523086033, 14.475209779838284)",IRD_896
"(-16.433487892838123, 14.475417269867487)",IRD_897
"(-16.43353489300232, 14.475760850545882)",IRD_898
"(-16.433082884399344, 14.474178021360402)",IRD_899
"(-16.43335955265886, 14.472255290806137)",IRD_900
"(-16.433083617262504, 14.473004012383809)",IRD_901
"(-16.433474899767443, 14.476483425785357)",IRD_902
"(-16.433022726496223, 14.476118758258743)",IRD_903
"(-16.434276867374415, 14.473239974088399)",IRD_904
"(-16.433672658424754, 14.474780890658934)",IRD_905
"(-16.434076982325408, 14.472487734871017)",IRD_906
"(-16.434121298326005, 14.474375841371945)",IRD_907
"(-16.434762248382555, 14.475182409001368)",IRD_908
"(-16.43497025642536, 14.471561623754136)",IRD_909
"(-16.434715012001504, 14.471913266562987)",IRD_910
"(-16.434697101592707, 14.473994358166095)",IRD_911
"(-16.434840440237867, 14.475784987282907)",IRD_912
"(-16.434484853521564, 14.476260997196903)",IRD_913
"(-16.43603153726523, 14.474478992577458)",IRD_914
"(-16.43542125259074, 14.471600470493236)",IRD_915
"(-16.43552751228798, 14.473679574543583)",IRD_916
"(-16.44086860647425, 14.481953749220562)",IRD_917
"(-16.440442587057507, 14.481313705781098)",IRD_918
"(-16.441089293175125, 14.481453808075571)",IRD_919
"(-16.441508050401524, 14.481512218753155)",IRD_920
"(-16.44013096793398, 14.481677007750603)",IRD_921
"(-16.439702987109946, 14.481369767994257)",IRD_922
"(-16.43921889291029, 14.481112432352155)",IRD_923
"(-16.439356501924006, 14.481281453091741)",IRD_924
"(-16.43961245427643, 14.481955397436776)",IRD_925
"(-16.440445357387954, 14.482414960485686)",IRD_926
"(-16.440302525351473, 14.48052892898215)",IRD_927
"(-16.44006554319945, 14.48013158371179)",IRD_928
"(-16.43941001901288, 14.480512140351207)",IRD_929
"(-16.439640708383585, 14.480808304806471)",IRD_930
"(-16.440612943420724, 14.480797830085692)",IRD_931
"(-16.441265617074635, 14.480699741917325)",IRD_932
"(-16.44208530431853, 14.480702191122802)",IRD_933
"(-16.439341217350677, 14.479964700414662)",IRD_934
"(-16.439975958068402, 14.479336689876755)",IRD_935
"(-16.43935440570501, 14.479443026212785)",IRD_936
"(-16.43938497320224, 14.479221552356545)",IRD_937
"(-16.43936409514399, 14.478993053649258)",IRD_938
"(-16.440715003746114, 14.479313243912548)",IRD_939
"(-16.441253006300304, 14.479709575185996)",IRD_940
"(-16.44174966061584, 14.481973358961076)",IRD_941
"(-16.441721261911958, 14.482849459158546)",IRD_942
"(-16.442027258712326, 14.48325070855882)",IRD_943
"(-16.436225052916388, 14.484879294391675)",IRD_944
"(-16.43571290770089, 14.484645851015543)",IRD_945
"(-16.435253678659233, 14.484336760241298)",IRD_946
"(-16.43372868856718, 14.484126976035746)",IRD_947
"(-16.43432207958149, 14.48374170562722)",IRD_948
"(-16.43486377341663, 14.483376545143898)",IRD_949
"(-16.43463564348197, 14.482942657928906)",IRD_950
"(-16.43551289175922, 14.482860687033615)",IRD_951
"(-16.43601859845192, 14.4838287807118)",IRD_952
"(-16.435566370393527, 14.483729509178643)",IRD_953
"(-16.434625378143757, 14.482486876954452)",IRD_954
"(-16.434474505490055, 14.482258709723185)",IRD_955
"(-16.43403056258686, 14.482672825457847)",IRD_956
"(-16.434245185386427, 14.481819604567379)",IRD_957
"(-16.433287401488453, 14.48258037663233)",IRD_958
"(-16.432959000837318, 14.482245390351695)",IRD_959
"(-16.43271250230091, 14.48200933498589)",IRD_960
"(-16.432598245814837, 14.481357649140316)",IRD_961
"(-16.43220600604548, 14.481295680175482)",IRD_962
"(-16.432167717077505, 14.482043523033719)",IRD_963
"(-16.431903171152495, 14.481712222712176)",IRD_964
"(-16.43181733949762, 14.482873507382862)",IRD_965
"(-16.432808678550472, 14.483167377068597)",IRD_966
"(-16.432665356543637, 14.483756075023189)",IRD_967
"(-16.432538535225106, 14.484137079432916)",IRD_968
"(-16.43113472965139, 14.486014591341638)",IRD_969
"(-16.435958216813514, 14.486216862755152)",IRD_970
"(-16.43683588408362, 14.48635918017689)",IRD_971
"(-16.448872471797927, 14.494888196525629)",IRD_972
"(-16.43869386620586, 14.483789056387085)",IRD_973
"(-16.438698967289458, 14.484267158495442)",IRD_974
"(-16.43865384574631, 14.48332921005146)",IRD_975
"(-16.43825087487307, 14.483143074563758)",IRD_976
"(-16.4379245653389, 14.48281577545448)",IRD_977
"(-16.437462648725063, 14.482334067062245)",IRD_978
"(-16.436826119442095, 14.482287935710604)",IRD_979
"(-16.436272645286632, 14.4833111847222)",IRD_980
"(-16.436790002896696, 14.483907082350912)",IRD_981
"(-16.43726189005483, 14.483560240777)",IRD_982
"(-16.437535537889996, 14.483291325771217)",IRD_983
"(-16.436551129524997, 14.482808805726936)",IRD_984
"(-16.437280493773223, 14.482859034322225)",IRD_985
"(-16.439548281449014, 14.484297807883884)",IRD_986
"(-16.43917709616612, 14.483086362071287)",IRD_987
"(-16.440021727417324, 14.482883260122835)",IRD_988
"(-16.440192198314413, 14.483857211030953)",IRD_989
"(-16.440310097545215, 14.485698208256293)",IRD_990
"(-16.439498100504306, 14.48530902295967)",IRD_991
"(-16.439419337484523, 14.484878746173637)",IRD_992
"(-16.440505286834565, 14.484747272416316)",IRD_993
"(-16.44105140866432, 14.48333735769698)",IRD_994
"(-16.441110347856704, 14.484083572842257)",IRD_995
"(-16.438305747307055, 14.482410470448686)",IRD_996
"(-16.435429862301113, 14.480853412622334)",IRD_997
"(-16.43523726988225, 14.480583369120623)",IRD_998
"(-16.43479223653018, 14.48029761031895)",IRD_999
"(-16.43518033343953, 14.480296796432635)",IRD_1000
"(-16.438294249784118, 14.481786506822433)",IRD_1001
"(-16.438046562095877, 14.482533008546191)",IRD_1002
"(-16.437280182671653, 14.481595022790861)",IRD_1003
"(-16.437852294179155, 14.48134895960382)",IRD_1004
"(-16.436479317736683, 14.48147178778039)",IRD_1005
"(-16.43446926623246, 14.481275075678976)",IRD_1006
"(-16.434351309301586, 14.480677820206262)",IRD_1007
"(-16.435864070559948, 14.481110093985555)",IRD_1008
"(-16.448395393556627, 14.484401617578683)",IRD_1009
"(-16.448129773316168, 14.484001349179858)",IRD_1010
"(-16.44738660943984, 14.483888842946222)",IRD_1011
"(-16.44654422050083, 14.48388846021093)",IRD_1012
"(-16.447756149619906, 14.485829790503255)",IRD_1013
"(-16.448818866548592, 14.484847726086791)",IRD_1014
"(-16.44785170756791, 14.48509923228172)",IRD_1015
"(-16.448498922048856, 14.484663655472868)",IRD_1016
"(-16.448955559298692, 14.48534252359605)",IRD_1017
"(-16.44850905000202, 14.485584296237654)",IRD_1018
"(-16.449624208454143, 14.485884198524783)",IRD_1019
"(-16.44955752114532, 14.485392594532449)",IRD_1020
"(-16.451247206318648, 14.48282188562567)",IRD_1021
"(-16.44994538604836, 14.484145339992015)",IRD_1022
"(-16.45019293201613, 14.483201118158782)",IRD_1023
"(-16.449849968938583, 14.484740428914073)",IRD_1024
"(-16.450584031699535, 14.483591489303215)",IRD_1025
"(-16.450183100572293, 14.486221939905302)",IRD_1026
"(-16.451519723732265, 14.486320205422848)",IRD_1027
"(-16.451403551132014, 14.487907316493725)",IRD_1028
"(-16.450682162416225, 14.488643447683636)",IRD_1029
"(-16.453153336027846, 14.48469238862806)",IRD_1030
